Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.405	613	bb	4283	2.94		1:23		1.18	887	4.260	-0.190	0.139	2.761	8560	6.316	6.519			Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.887	1	bd	51			1:44		1.54	1	6.134	-0.672	0.111	3.796	10	5.830	5.984			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.418	717	bb	5435	2.71		1:24		1.00	1135	4.081	-0.270	0.108	2.728	10098	6.329	6.513			Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.418	624	bb	4903	2.62		1:24		0.80	1259	4.294	-0.210	0.007	2.716	8956	6.309	6.513			Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	6.699	0	bb	5			1:44		0.48	1	3.114	-0.971	-0.132	4.221	5	6.609	6.744			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.418	785	bb	6104	2.64		1:25		1.23	1429	4.251	-0.179	0.151	2.792	11033	6.339	6.521			Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.425	872	bb	5986	2.99		1:25		1.02	94	4.180	-0.244	0.047	2.893	11340	6.326	6.534			Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.359	1	db	5			1:44		1.22	1	1.707	-1.045	-0.022	3.297	6	6.299	6.438			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.417	118	bb	1763	0.70		1:26		1.13	194	4.284	-0.332	-0.006	2.771	1623	6.338	6.513			Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.415	131	bb	1763	0.77		1:26		1.00	282	3.684	-0.319	0.023	2.339	2137	6.345	6.494			Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	6.309	1	bb	28			1:44		1.03	1	2.005	-0.803	0.050	2.881	10	6.260	6.369			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.415	36545	bb	17836	20.95		1:16		1.10	3441	4.267	0.138	0.183	2.908	498341	6.316	6.527			Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.415	34749	bb	18668	19.04		1:16		1.54	4161	3.932	2.024	0.636	3.035	486372	6.316	6.571			Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.408	67	bb	46			1:44		1.48	122	3.703	-0.192	0.176	2.571	1001	6.339	6.513			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.437	72	bb	1061	0.71		1:27		1.11	124	3.921	-0.211	-0.020	2.617	1058	6.348	6.536			Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.426	95	bb	1283	0.77		1:27		0.82	110	3.966	-0.116	-0.084	2.434	1556	6.328	6.513			Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	6.418	1	db	12			1:44		1.18	3	3.667	-0.691	-0.173	2.949	15	6.359	6.497			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.415	111	bb	1544	0.75		1:28		1.27	275	3.953	-0.343	-0.020	2.497	1703	6.336	6.519			Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.407	59	bb	1640	0.38		1:28		0.94	6	5.506	-0.339	0.186	3.501	670	6.298	6.513			Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	6.408	2	db	83			1:44		1.36	2	1.843	-0.509	-0.071	2.924	22	6.349	6.497			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.418	1116	bb	7157	1.61		1:29		0.72	564	4.035	-0.120	0.032	2.652	16476	6.290	6.513			Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.427	1194	bb	6307	1.95		1:29		0.79	3119	4.437	-0.287	-0.133	2.884	15882	6.318	6.513			Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	6.639	1	db	37			1:44		1.19	2	3.710	-0.555	-0.090	2.703	15	6.594	6.699			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.425	139	bb	917	1.56		1:30		0.76	240	3.939	0.200	-0.382	2.805	2068	6.316	6.511			Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.395	36	bb	1007	0.38		1:30		0.69	82	3.513	-0.014	-0.108	2.322	609	6.287	6.474			Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	5.973	1	bb	3			1:44		0.83	1	3.187	-0.656	-0.061	2.171	11	5.915	6.021			Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.405	180	bb	1634	1.14		1:31		0.91	285	4.418	-0.190	-0.214	2.996	2368	6.296	6.504			Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.397	207	bb	1371	1.56		1:31		0.61	330	4.228	0.547	-0.297	2.950	2890	6.239	6.496			Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	6.039	1	dd	19			1:44		1.01	3	2.024	-0.443	0.014	2.365	21	5.990	6.099			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.388	680	bb	5219	2.68		1:32		1.07	677	4.172	-0.089	0.267	3.044	8860	6.290	6.497			Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.396	568	bb	5182	2.25		1:32		1.19	1065	4.883	-0.341	0.053	2.989	7215	6.307	6.512			Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	6.415	0	bb	24			1:44		0.92	1	1.905	-0.990	0.003	2.543	6	6.366	6.464			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.395	415	bb	3041	2.80		1:33		1.05	645	4.214	-0.394	0.092	2.763	5653	6.316	6.484			Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.398	578	bb	3269	3.63		1:33		1.04	1077	4.555	-0.288	0.182	2.947	7697	6.299	6.505			Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	5.839	2	bb	27			1:44		1.75	2	4.255	-0.576	0.294	3.193	23	5.782	5.945			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.404	18197	bb	16747	11.12		1:34		1.48	1626	4.090	0.343	0.174	2.885	250840	6.305	6.555			Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.398	17233	bb	16232	10.86		1:34		2.12	3020	3.936	2.058	0.554	2.999	237117	6.299	6.618			Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.417	28	bb	30			1:44		0.92	59	3.691	1.601	0.230	3.023	408	6.279	6.551			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.408	3128	bb	16287	1.98		1:15		0.89	1888	4.237	0.109	0.184	2.827	44011	6.299	6.505			Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.398	3097	bb	15202	2.09		1:15		1.08	5055	4.244	-0.250	0.086	2.833	41781	6.299	6.513			Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	6.308	1	bd	9			1:44		1.01	2	2.029	-0.583	0.163	2.355	12	6.259	6.367			Analyte

Compound 43:  PFDoA-13C2

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.427	17739	bb		9.43	-5.7	1:15	10.000	1.74	33876	3.894	2.187	0.606	3.031	246473	6.328	6.603		94.3	Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.427	19806	bb		10.53	5.3	1:15	10.000	1.46	9575	3.957	1.359	0.437	2.977	271921	6.318	6.588		105.3	Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	6.427	62	bb		0.03		1:44		1.02	129	4.061	-0.295	-0.133	2.529	978	6.348	6.514			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.418	2514	bb		1.34	-86.6	1:17	10.000	1.16	3103	4.066	-0.235	0.097	2.707	35514	6.339	6.521		13.4	Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.415	2519	bb		1.34	-86.6	1:17	10.000	0.94	5030	4.206	-0.174	0.125	2.795	35078	6.307	6.519		13.4	Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.445	24	bb		0.01		1:44		0.50	28	3.520	0.358	-0.194	2.424	398	6.326	6.504			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.407	2150	bb		1.14	-88.6	1:18	10.000	1.61	981	4.095	0.533	0.335	2.895	30020	6.318	6.558		11.4	Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.418	2063	bb		1.10	-89.0	1:18	10.000	1.07	3934	4.018	-0.200	0.132	2.736	29304	6.329	6.521		11.0	Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	6.406	6	bb		0.00		1:44		0.50	4	2.084	2.076	-1.070	2.800	103	6.297	6.465			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.427	1561	bb		0.83	-91.7	1:19	10.000	0.97	1415	4.114	-0.078	0.060	2.695	23097	6.318	6.536		8.3	Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.409	1597	bb		0.85	-91.5	1:19	10.000	1.10	2541	4.235	-0.247	0.098	2.850	21582	6.319	6.513		8.5	Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	6.091	1	bb		0.00		1:44		1.44	2	3.491	-0.535	0.117	2.525	20	6.032	6.180			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.406	7473	bb		3.97	-60.3	1:20	10.000	1.41	2255	4.138	0.452	0.234	2.872	103613	6.307	6.549		39.7	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.425	8113	MM		4.31	-56.9	1:20	10.000	1.98	3420	3.809	3.565	0.934	3.095	113490	6.336	6.602		43.1	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	6.415	36	bb		0.02		1:44		1.98	10	3.789	1.230	0.595	2.629	582	6.346	6.557			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.425	6114	bb		3.25	-67.5	1:21	10.000	1.33	7716	4.077	0.172	0.178	2.925	83206	6.326	6.564		32.5	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.406	6004	bb		3.19	-68.1	1:21	10.000	1.13	5525	4.135	-0.019	0.091	2.815	84205	6.307	6.527		31.9	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	6.445	34	bb		0.02		1:44		1.15	47	3.583	1.935	0.504	2.860	537	6.337	6.572			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.407	4403	bb		2.34	-76.6	1:22	10.000	1.06	6923	4.102	-0.148	0.061	2.710	63423	6.308	6.521		23.4	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.425	4817	bb		2.56	-74.4	1:22	10.000	0.88	10735	4.118	-0.157	0.046	2.856	66462	6.317	6.527		25.6	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.418	17	bb		0.01		1:44		2.53	28	3.697	3.553	1.205	3.267	235	6.349	6.596			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.427	4556	bb		2.42	-87.9	1:23	20.000	0.94	8106	4.337	-0.283	0.027	2.843	61555	6.328	6.521		12.1	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.405	4283	bb		2.28	-88.6	1:23	20.000	1.71	627	3.977	1.392	0.494	3.024	58181	6.307	6.587		11.4	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	6.438	51	bb		0.03		1:44		0.55	7	3.872	-0.237	-0.053	2.743	729	6.310	6.513			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.418	5435	bb		2.89	-85.5	1:24	20.000	0.97	4051	4.176	-0.220	0.060	2.763	76554	6.320	6.521		14.5	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.418	4903	bb		2.61	-87.0	1:24	20.000	1.21	624	4.129	-0.060	0.034	2.849	67317	6.330	6.536		13.0	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	6.445	5	bb		0.00		1:44		0.50	16	4.287	0.409	-0.473	3.268	77	6.307	6.519			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.418	6104	bb		3.25	-83.8	1:25	20.000	1.05	10809	4.073	-0.046	0.094	2.814	85266	6.319	6.528		16.2	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.425	5986	bb		3.18	-84.1	1:25	20.000	1.23	10357	4.049	0.260	0.248	2.879	83240	6.326	6.549		15.9	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.399	5	bb		0.00		1:44		1.02	11	3.740	0.090	-0.267	2.392	90	6.300	6.506			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.417	1763	bb		0.94	-90.6	1:26	10.000	1.12	1868	4.246	-0.207	0.046	2.821	24148	6.319	6.536		9.4	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.415	1763	bb		0.94	-90.6	1:26	10.000	1.06	4407	4.362	-0.231	0.099	2.910	23718	6.316	6.526		9.4	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	6.409	28	bb		0.01		1:44		1.55	68	3.468	0.368	0.547	2.724	446	6.349	6.506			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.416	17836	bb		9.48	-5.2	1:16	10.000	1.03	14523	4.367	0.033	0.187	2.951	240886	6.317	6.519		94.8	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.415	18668	bb		9.93	-0.7	1:16	10.000	1.56	4949	4.058	1.998	0.535	3.067	249931	6.307	6.587		99.3	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.399	46	bb		0.02		1:44		3.01	49	3.642	4.829	1.643	3.995	606	6.339	6.596			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.427	1061	bb		0.56	-94.4	1:27	10.000	1.14	1984	3.986	0.019	0.248	2.795	15145	6.328	6.544		5.6	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.427	1283	bb		0.68	-93.2	1:27	10.000	0.86	658	4.274	-0.271	0.050	2.725	18129	6.328	6.514		6.8	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	6.438	12	bb		0.01		1:44		1.18	32	3.298	2.242	0.678	2.632	213	6.339	6.566			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.415	1544	bb		0.82	-91.8	1:28	10.000	1.22	1691	4.109	0.007	0.175	2.873	21312	6.326	6.527		8.2	Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.407	1640	bb		0.87	-91.3	1:28	10.000	1.09	3331	4.583	-0.267	0.108	2.852	22285	6.318	6.514		8.7	Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	6.428	83	bb		0.04		1:44		0.65	148	3.251	-0.281	-0.074	2.145	1497	6.339	6.488			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.418	7157	bb		3.81	-61.9	1:29	10.000	1.54	513	3.849	1.963	0.539	2.931	100761	6.310	6.588		38.1	Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.417	6307	bb		3.35	-66.5	1:29	10.000	1.37	11075	3.996	0.504	0.241	2.827	89347	6.318	6.558		33.5	Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	6.425	37	bb		0.02		1:44		1.15	8	3.768	0.281	0.299	2.577	584	6.336	6.534			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.405	917	bb		0.49	-95.1	1:30	10.000	1.04	1156	4.189	-0.170	0.088	2.745	13081	6.307	6.512		4.9	Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.406	1007	bb		0.54	-94.6	1:30	10.000	1.10	2321	4.263	-0.291	0.106	2.673	14472	6.317	6.504		5.4	Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	6.407	3	bb		0.00		1:44		0.67	6	4.111	-0.402	-0.105	2.646	51	6.308	6.477			Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.396	1634	bb		0.87	-91.3	1:31	10.000	1.29	3732	4.184	-0.146	0.128	2.687	23527	6.306	6.512		8.7	Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.398	1371	bb		0.73	-92.7	1:31	10.000	1.05	2688	4.254	-0.098	0.134	2.761	19422	6.289	6.514		7.3	Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	6.425	19	bb		0.01		1:44		0.81	6	2.560	-0.555	0.019	2.092	355	6.366	6.475			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.389	5219	bb		2.78	-86.1	1:32	20.000	1.14	7922	4.114	-0.049	0.139	2.758	74739	6.290	6.506		13.9	Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.396	5182	bb		2.76	-86.2	1:32	20.000	1.25	8518	4.138	-0.005	0.157	2.836	71787	6.297	6.527		13.8	Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	6.386	24	bb		0.01		1:44		0.96	91	3.624	-0.031	0.103	2.342	418	6.307	6.465			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.396	3041	bb		1.62	-91.9	1:33	20.000	1.37	3035	4.258	-0.093	0.141	2.881	41521	6.307	6.527		8.1	Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.398	3269	bb		1.74	-91.3	1:33	20.000	0.94	2947	4.152	0.007	0.102	2.858	45215	6.280	6.513		8.7	Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	6.389	27	bb		0.01		1:44		1.79	38	3.628	-0.342	0.168	2.485	416	6.330	6.497			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.404	16747	bb		8.90	-11.0	1:34	10.000	2.27	733	3.903	6.566	1.265	3.318	226037	6.305	6.638		89.0	Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.399	16232	bb		8.63	-13.7	1:34	10.000	1.34	2938	4.114	0.750	0.331	3.013	219144	6.290	6.551		86.3	Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.407	30	bb		0.02		1:44		1.70	37	4.639	1.257	0.731	3.275	398	6.319	6.559			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.399	16287	bb		8.66	-13.4	1:15	10.000	1.60	17749	3.990	1.666	0.494	3.003	223870	6.290	6.581		86.6	Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.399	15202	bb		8.08	-19.2	1:15	10.000	1.16	7124	4.185	0.819	0.291	2.966	208301	6.280	6.543		80.8	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	6.417	9	bb		0.00		1:44		0.39	18	2.092	2.290	-0.875	2.597	162	6.279	6.477			Analyte

Compound 44:  PFTrDA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.604	2060	bb	3722	1.81		1:15		1.35	3975	3.436	-0.020	0.244	3.011	36293	6.536	6.701			Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.604	1899	bb	3709	1.68		1:15		1.03	3637	3.656	-0.256	0.060	3.063	31920	6.529	6.686			Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	6.596	14	bb	185			1:44		0.76	24	3.004	0.131	-0.066	2.856	285	6.522	6.656			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.596	14	bb	125	0.39		1:17		1.33	38	2.715	-0.377	0.015	2.297	310	6.551	6.663			Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.609	44	bb	292	0.51		1:17		1.61	77	2.917	0.039	0.367	2.806	849	6.557	6.699			Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.864	0	bb	37			1:44		0.77	1	2.165	-0.347	-0.370	5.012	7	6.774	6.939			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.604	47	bb	172	0.90		1:18		0.55	94	1.521	-0.267	-0.340	2.900	890	6.529	6.649			Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.611	17	bb	171	0.35		1:18		2.11	36	1.529	0.107	0.384	2.514	369	6.574	6.701			Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	6.109	1	bb	10			1:44		2.10	2	4.614	-0.746	0.401	4.631	14	6.040	6.268			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.604	9	bb	134	0.24		1:19		2.34	22	1.562	1.029	0.600	2.450	211	6.567	6.701			Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.604	4	bb	95	0.16		1:19		1.79	7	2.913	1.212	0.915	3.320	74	6.544	6.716			Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	6.791	1	bd	1			1:44		0.65	2	1.411	-0.138	-0.378	3.508	15	6.716	6.843			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.587	370	bb	658	1.84		1:20		0.92	646	4.178	-0.463	-0.002	3.055	6020	6.512	6.662			Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.609	504	bb	776	2.13		1:20		0.95	937	3.400	-0.136	-0.058	3.020	8735	6.527	6.692			Analyte
15	AED-0031514-PFAS-18Jul19-015	blank				34			1:44													Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.602	162	bb	241	2.19		1:21		1.45	352	2.851	-0.176	0.145	2.599	3188	6.550	6.684			Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.595	214	bb	376	1.87		1:21		1.84	334	3.132	1.440	0.836	3.213	4045	6.535	6.707			Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	6.366	1	db	9			1:44		0.84	2	2.691	-0.792	-0.119	3.034	14	6.297	6.426			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.596	127	bb	222	1.86		1:22		0.93	228	3.783	-0.389	-0.005	2.967	2162	6.529	6.664			Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.610	158	bb	251	2.06		1:22		0.86	312	3.876	-0.304	0.048	2.998	2671	6.520	6.692			Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.122	1	bb	13			1:44		1.28	2	4.159	-0.599	0.093	2.749	15	6.053	6.221			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.611	97	bb	146	4.33		1:23		0.52	180	2.764	-0.079	-0.312	2.699	1915	6.529	6.656			Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.587	101	bb	203	3.23		1:23		0.85	229	2.977	-0.305	0.008	2.541	1978	6.512	6.654			Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	6.102	2	bb	30			1:44		0.82	3	4.421	-0.532	-0.055	2.822	25	6.023	6.172			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.596	78	bb	202	2.54		1:24		1.45	160	3.208	-0.058	0.321	2.861	1469	6.544	6.678			Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.596	131	bb	144	5.94		1:24		1.31	72	3.511	-0.114	0.286	3.348	2112	6.514	6.708			Analyte
27	AED-0031514-PFAS-18Jul19-027	blank				6			1:44													Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.603	136	bb	234	3.78		1:25		1.20	267	3.263	0.009	0.193	2.891	2486	6.536	6.686			Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.617	50	bb	212	1.55		1:25		0.82	99	2.999	0.143	-0.241	2.880	941	6.527	6.692			Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.798	1	db	25			1:44		1.47	2	2.342	-0.801	0.216	2.328	18	6.768	6.843			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.032	1	bb	142	0.05		1:26		1.44	2	3.669	-0.542	0.005	2.464	16	5.983	6.111			Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.609	23	bb	88	0.88		1:26		0.63	47	2.899	-0.325	-0.185	2.558	485	6.542	6.654			Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	6.271	1	bb	1			1:44		1.50	1	3.142	-0.657	0.242	2.723	10	6.211	6.369			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.602	21560	bb	3738	18.68		1:16		1.58	30466	3.700	0.635	0.329	3.278	347512	6.512	6.744			Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.594	20448	bb	3406	19.44		1:16		1.51	11384	3.676	1.411	0.536	3.402	335464	6.505	6.737			Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.596	132	bb	56			1:44		2.07	278	3.189	2.336	0.642	2.715	2690	6.529	6.746			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.626	5	bb	122	0.16		1:27		1.13	7	5.197	-0.344	0.020	3.480	80	6.544	6.723			Analyte
